Drift_Check	Session_Name_	Trial_Index_	Trial_Recycled_	list	location	sound_file	trial	video_file	video_id	IP_INDEX	IP_LABEL	Subject	Session	TRIAL_INDEX	DATA_FILE	IA_AREA	EYE_USED	IA_AVERAGE_FIX_PUPIL_SIZE	IA_BOTTOM	IA_DWELL_TIME	IA_DWELL_TIME__prop	IA_DYNAMIC	IA_END_TIME	IA_FIRST_FIXATION_DURATION	IA_FIRST_FIXATION_INDEX	IA_FIRST_FIXATION_PREVIOUS_FIX_IA	IA_FIRST_FIXATION_PREVIOUS_IAREAS	IA_FIRST_FIXATION_RUN_INDEX	IA_FIRST_FIXATION_TIME	IA_FIRST_FIXATION_VISITED_IA_COUNT	IA_FIRST_FIXATION_X	IA_FIRST_FIXATION_Y	IA_FIRST_FIX_PROGRESSIVE	IA_FIRST_RUN_DWELL_TIME	IA_FIRST_RUN_END_TIME	IA_FIRST_RUN_FIXATION__prop	IA_FIRST_RUN_FIXATION_COUNT	IA_FIRST_RUN_LANDING_POSITION	IA_FIRST_RUN_LAUNCH_SITE	IA_FIRST_RUN_START_TIME	IA_FIRST_SACCADE_AMPLITUDE	IA_FIRST_SACCADE_ANGLE	IA_FIRST_SACCADE_END_TIME	IA_FIRST_SACCADE_INDEX	IA_FIRST_SACCADE_START_TIME	IA_FIXATION__prop	IA_FIXATION_COUNT	IA_FSA_COUNT_1	IA_FSA_COUNT_2	IA_FSA_COUNT_3	IA_FSA_COUNT_4	IA_FSA_COUNT_5	IA_FSA_COUNT_6	IA_FSA_COUNT_20	IA_FSA_DURATION_1	IA_FSA_DURATION_2	IA_FSA_DURATION_3	IA_FSA_DURATION_4	IA_FSA_DURATION_5	IA_FSA_DURATION_6	IA_FSA_DURATION_20	IA_GROUP	IA_ID	IA_INSTANCES_COUNT	IA_LABEL	IA_LEFT	IA_LEGAL	IA_LEGAL_IMMEDIATE	IA_MAX_FIX_PUPIL_SIZE	IA_MIN_FIX_PUPIL_SIZE	IA_POINTS	IA_RIGHT	IA_RUN_COUNT	IA_START_TIME	IP_END_EVENT_MATCHED	IP_END_TIME	IP_START_EVENT_MATCHED	IP_START_TIME	TRIAL_LABEL
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	1	IP1	Amy	2	1	Amy2.edf	46000	RIGHT	3326.5	429	1231	0.43	FALSE	.	760	1	.	.	1	9193	0	408.4	288.1	1	760	9952	0.2	1	2.4	.	9193	.	.	.	.	.	0.4	2	0	0	0	2	0	0	0	0	0	0	1165	0	0	0	.	1	.	AOI_agent_head	406	1	1	3524	3129	.	636	2	.	TRUE	1508896	TRUE	1505896	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	1	IP1	Amy	2	1	Amy2.edf	77000	RIGHT	.	745	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	2	.	AOI_object_left	0	0	0	.	.	.	350	0	.	TRUE	1508896	TRUE	1505896	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	1	IP1	Amy	2	1	Amy2.edf	77000	RIGHT	.	745	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	3	.	AOI_object_right	674	0	0	.	.	.	1024	0	.	TRUE	1508896	TRUE	1505896	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	1	IP1	Amy	2	1	Amy2.edf	300000	RIGHT	3208.4	769	2863	1	FALSE	.	760	1	.	.	1	9193	0	408.4	288.1	1	2863	12193	1	5	402.4	.	9193	.	.	.	.	.	1	5	1	0	0	1	0	0	0	471	0	0	467	0	0	0	.	4	.	Left_half_display	6	0	0	3524	3107	.	506	1	.	TRUE	1508896	TRUE	1505896	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	1	IP1	Amy	2	1	Amy2.edf	300000	RIGHT	.	769	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	5	.	Right_half_display	524	0	0	.	.	.	1024	0	.	TRUE	1508896	TRUE	1505896	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	1	IP1	Amy	2	1	Amy2.edf	52200	RIGHT	.	725	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	6	.	AOI_agent_hands	366	0	0	.	.	.	656	0	.	TRUE	1508896	TRUE	1505896	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	1	IP1	Amy	2	1	Amy2.edf	20106.19	RIGHT	.	464	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	20	.	FIXATION_TRIGGER	432	0	0	.	.	.	592	0	.	TRUE	1508896	TRUE	1505896	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	2	IP2	Amy	2	1	Amy2.edf	46000	RIGHT	.	429	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	1	.	AOI_agent_head	406	0	0	.	.	.	636	0	.	TRUE	1519213	TRUE	1516212	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	2	IP2	Amy	2	1	Amy2.edf	77000	RIGHT	.	745	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	2	.	AOI_object_left	0	0	0	.	.	.	350	0	.	TRUE	1519213	TRUE	1516212	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	2	IP2	Amy	2	1	Amy2.edf	77000	RIGHT	.	745	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	3	.	AOI_object_right	674	0	0	.	.	.	1024	0	.	TRUE	1519213	TRUE	1516212	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	2	IP2	Amy	2	1	Amy2.edf	300000	RIGHT	3330.75	769	2926	1	FALSE	.	38	1	.	.	1	19509	0	297.5	243	1	2926	22510	1	4	291.5	.	19509	.	.	.	.	.	1	4	0	0	0	3	0	0	0	0	0	0	2888	0	0	0	.	4	.	Left_half_display	6	0	0	3500	3160	.	506	1	.	TRUE	1519213	TRUE	1516212	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	2	IP2	Amy	2	1	Amy2.edf	300000	RIGHT	.	769	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	5	.	Right_half_display	524	0	0	.	.	.	1024	0	.	TRUE	1519213	TRUE	1516212	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	2	IP2	Amy	2	1	Amy2.edf	52200	RIGHT	.	725	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	6	.	AOI_agent_hands	366	0	0	.	.	.	656	0	.	TRUE	1519213	TRUE	1516212	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	2	IP2	Amy	2	1	Amy2.edf	20106.19	RIGHT	.	464	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	20	.	FIXATION_TRIGGER	432	0	0	.	.	.	592	0	.	TRUE	1519213	TRUE	1516212	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	3	IP3	Amy	2	1	Amy2.edf	46000	RIGHT	.	429	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	1	.	AOI_agent_head	406	0	0	.	.	.	636	0	.	TRUE	1529562	TRUE	1526563	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	3	IP3	Amy	2	1	Amy2.edf	77000	RIGHT	.	745	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	2	.	AOI_object_left	0	0	0	.	.	.	350	0	.	TRUE	1529562	TRUE	1526563	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	3	IP3	Amy	2	1	Amy2.edf	77000	RIGHT	.	745	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	3	.	AOI_object_right	674	0	0	.	.	.	1024	0	.	TRUE	1529562	TRUE	1526563	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	3	IP3	Amy	2	1	Amy2.edf	300000	RIGHT	3354.25	769	2955	1	FALSE	.	107	1	.	.	1	29860	0	285.1	201.7	1	2955	32859	1	4	279.1	.	29860	.	.	.	.	.	1	4	0	0	0	3	0	0	0	0	0	0	2848	0	0	0	.	4	.	Left_half_display	6	0	0	3555	3178	.	506	1	.	TRUE	1529562	TRUE	1526563	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	3	IP3	Amy	2	1	Amy2.edf	300000	RIGHT	.	769	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	5	.	Right_half_display	524	0	0	.	.	.	1024	0	.	TRUE	1529562	TRUE	1526563	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	3	IP3	Amy	2	1	Amy2.edf	52200	RIGHT	.	725	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	6	.	AOI_agent_hands	366	0	0	.	.	.	656	0	.	TRUE	1529562	TRUE	1526563	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	3	IP3	Amy	2	1	Amy2.edf	20106.19	RIGHT	.	464	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	20	.	FIXATION_TRIGGER	432	0	0	.	.	.	592	0	.	TRUE	1529562	TRUE	1526563	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	4	IP1_reach	Amy	2	1	Amy2.edf	46000	RIGHT	3129	429	337	0.4411	FALSE	.	337	2	4	[4]	2	12289	1	447.6	259.5	0	337	12625	0.3333	1	41.6	69.3	12289	2.14	-21.3	12288	1	12265	0.3333	1	0	0	0	1	0	0	0	0	0	0	355	0	0	0	.	1	.	AOI_agent_head	406	0	0	3129	3129	.	636	1	.	TRUE	1509713	TRUE	1508896	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	4	IP1_reach	Amy	2	1	Amy2.edf	77000	RIGHT	.	745	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	2	.	AOI_object_left	0	0	0	.	.	.	350	0	.	TRUE	1509713	TRUE	1508896	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	4	IP1_reach	Amy	2	1	Amy2.edf	77000	RIGHT	.	745	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	3	.	AOI_object_right	674	0	0	.	.	.	1024	0	.	TRUE	1509713	TRUE	1508896	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	4	IP1_reach	Amy	2	1	Amy2.edf	300000	RIGHT	3062.33	769	764	1	FALSE	.	72	1	.	.	1	12193	0	336.7	215.3	1	764	13010	1	3	330.7	.	12193	.	.	.	.	.	1	3	1	0	0	0	0	0	0	337	0	0	0	0	0	0	.	4	.	Left_half_display	6	0	0	3129	2941	.	506	1	.	TRUE	1509713	TRUE	1508896	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	4	IP1_reach	Amy	2	1	Amy2.edf	300000	RIGHT	.	769	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	5	.	Right_half_display	524	0	0	.	.	.	1024	0	.	TRUE	1509713	TRUE	1508896	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	4	IP1_reach	Amy	2	1	Amy2.edf	52200	RIGHT	.	725	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	6	.	AOI_agent_hands	366	0	0	.	.	.	656	0	.	TRUE	1509713	TRUE	1508896	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	4	IP1_reach	Amy	2	1	Amy2.edf	20106.19	RIGHT	.	464	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	20	.	FIXATION_TRIGGER	432	0	0	.	.	.	592	0	.	TRUE	1509713	TRUE	1508896	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	5	IP2_reach	Amy	2	1	Amy2.edf	46000	RIGHT	.	429	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	1	.	AOI_agent_head	406	0	0	.	.	.	636	0	.	TRUE	1520029	TRUE	1519213	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	5	IP2_reach	Amy	2	1	Amy2.edf	77000	RIGHT	.	745	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	2	.	AOI_object_left	0	0	0	.	.	.	350	0	.	TRUE	1520029	TRUE	1519213	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	5	IP2_reach	Amy	2	1	Amy2.edf	77000	RIGHT	.	745	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	3	.	AOI_object_right	674	0	0	.	.	.	1024	0	.	TRUE	1520029	TRUE	1519213	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	5	IP2_reach	Amy	2	1	Amy2.edf	300000	RIGHT	3380.5	769	796	1	FALSE	.	502	1	.	.	1	22510	0	318.3	181.8	1	796	23326	1	2	312.3	.	22510	.	.	.	.	.	1	2	0	0	0	1	0	0	0	0	0	0	294	0	0	0	.	4	.	Left_half_display	6	0	0	3601	3160	.	506	1	.	TRUE	1520029	TRUE	1519213	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	5	IP2_reach	Amy	2	1	Amy2.edf	300000	RIGHT	.	769	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	5	.	Right_half_display	524	0	0	.	.	.	1024	0	.	TRUE	1520029	TRUE	1519213	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	5	IP2_reach	Amy	2	1	Amy2.edf	52200	RIGHT	.	725	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	6	.	AOI_agent_hands	366	0	0	.	.	.	656	0	.	TRUE	1520029	TRUE	1519213	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	5	IP2_reach	Amy	2	1	Amy2.edf	20106.19	RIGHT	.	464	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	20	.	FIXATION_TRIGGER	432	0	0	.	.	.	592	0	.	TRUE	1520029	TRUE	1519213	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	6	IP3_reach	Amy	2	1	Amy2.edf	46000	RIGHT	.	429	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	1	.	AOI_agent_head	406	0	0	.	.	.	636	0	.	TRUE	1530379	TRUE	1529562	Trial: 1
