Drift_Check	Session_Name_	Trial_Index_	Trial_Recycled_	list	location	sound_file	trial	video_file	video_id	IP_INDEX	IP_LABEL	Subject	Session	TRIAL_INDEX	DATA_FILE	IA_AREA	EYE_USED	IA_AVERAGE_FIX_PUPIL_SIZE	IA_BOTTOM	IA_DWELL_TIME	IA_DWELL_TIME__prop	IA_DYNAMIC	IA_END_TIME	IA_FIRST_FIXATION_DURATION	IA_FIRST_FIXATION_INDEX	IA_FIRST_FIXATION_PREVIOUS_FIX_IA	IA_FIRST_FIXATION_PREVIOUS_IAREAS	IA_FIRST_FIXATION_RUN_INDEX	IA_FIRST_FIXATION_TIME	IA_FIRST_FIXATION_VISITED_IA_COUNT	IA_FIRST_FIXATION_X	IA_FIRST_FIXATION_Y	IA_FIRST_FIX_PROGRESSIVE	IA_FIRST_RUN_DWELL_TIME	IA_FIRST_RUN_END_TIME	IA_FIRST_RUN_FIXATION__prop	IA_FIRST_RUN_FIXATION_COUNT	IA_FIRST_RUN_LANDING_POSITION	IA_FIRST_RUN_LAUNCH_SITE	IA_FIRST_RUN_START_TIME	IA_FIRST_SACCADE_AMPLITUDE	IA_FIRST_SACCADE_ANGLE	IA_FIRST_SACCADE_END_TIME	IA_FIRST_SACCADE_INDEX	IA_FIRST_SACCADE_START_TIME	IA_FIXATION__prop	IA_FIXATION_COUNT	IA_FSA_COUNT_1	IA_FSA_COUNT_2	IA_FSA_COUNT_3	IA_FSA_COUNT_4	IA_FSA_COUNT_5	IA_FSA_COUNT_6	IA_FSA_COUNT_20	IA_FSA_DURATION_1	IA_FSA_DURATION_2	IA_FSA_DURATION_3	IA_FSA_DURATION_4	IA_FSA_DURATION_5	IA_FSA_DURATION_6	IA_FSA_DURATION_20	IA_GROUP	IA_ID	IA_INSTANCES_COUNT	IA_LABEL	IA_LAST_FIXATION_DURATION	IA_LAST_FIXATION_RUN	IA_LAST_FIXATION_TIME	IA_LAST_FIXATION_X	IA_LAST_FIXATION_Y	IA_LAST_RUN_DWELL_TIME	IA_LAST_RUN_END_TIME	IA_LAST_RUN_FIXATION__prop	IA_LAST_RUN_FIXATION_COUNT	IA_LAST_RUN_LANDING_POSITION	IA_LAST_RUN_LAUNCH_SITE	IA_LAST_RUN_START_TIME	IA_LAST_SACCADE_AMPLITUDE	IA_LAST_SACCADE_ANGLE	IA_LAST_SACCADE_END_TIME	IA_LAST_SACCADE_INDEX	IA_LAST_SACCADE_START_TIME	IA_LEFT	IA_LEGAL	IA_LEGAL_IMMEDIATE	IA_MAX_FIX_PUPIL_SIZE	IA_MIN_FIX_PUPIL_SIZE	IA_POINTS	IA_REGRESSION_IN	IA_REGRESSION_IN_COUNT	IA_REGRESSION_OUT	IA_REGRESSION_OUT_COUNT	IA_REGRESSION_OUT_FULL	IA_REGRESSION_OUT_FULL_COUNT	IA_REGRESSION_PATH_DURATION	IA_RIGHT	IA_RUN_COUNT	IA_SECOND_FIXATION_DURATION	IA_SECOND_FIXATION_RUN	IA_SECOND_FIXATION_TIME	IA_SECOND_FIXATION_X	IA_SECOND_FIXATION_Y	IA_SECOND_RUN_DWELL_TIME	IA_SECOND_RUN_END_TIME	IA_SECOND_RUN_FIXATION__prop	IA_SECOND_RUN_FIXATION_COUNT	IA_SECOND_RUN_LANDING_POSITION	IA_SECOND_RUN_LAUNCH_SITE	IA_SECOND_RUN_START_TIME	IA_SELECTIVE_REGRESSION_PATH_DURATION	IA_SKIP	IA_SPILLOVER	IA_START_TIME	IA_THIRD_FIXATION_DURATION	IA_THIRD_FIXATION_RUN	IA_THIRD_FIXATION_TIME	IA_THIRD_FIXATION_X	IA_THIRD_FIXATION_Y	IA_THIRD_RUN_DWELL_TIME	IA_THIRD_RUN_END_TIME	IA_THIRD_RUN_FIXATION__prop	IA_THIRD_RUN_FIXATION_COUNT	IA_THIRD_RUN_LANDING_POSITION	IA_THIRD_RUN_LAUNCH_SITE	IA_THIRD_RUN_START_TIME	IA_TOP	IA_TYPE	IP_END_EVENT_MATCHED	IP_END_TIME	IP_START_EVENT_MATCHED	IP_START_TIME	REPORTING_METHOD	TRIAL_DWELL_TIME	TRIAL_FIXATION_COUNT	TRIAL_IA_COUNT	TRIAL_LABEL	TRIAL_START_TIME	TRIAL_TOTAL_VISITED_IA_COUNT
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	1	IP1	Amy	2	1	Amy2.edf	46000	RIGHT	3326.5	429	1231	0.43	FALSE	.	760	1	.	.	1	9193	0	408.4	288.1	1	760	9952	0.2	1	2.4	.	9193	.	.	.	.	.	0.4	2	0	0	0	2	0	0	0	0	0	0	1165	0	0	0	.	1	.	AOI_agent_head	471	2	10918	449.1	291.8	471	11388	0.2	1	43.1	52.7	10918	1.69	-30.1	10917	2	10893	406	1	1	3524	3129	.	1	1	0	0	0	0	760	636	2	471	2	10918	449.1	291.8	471	11388	0.2	1	43.1	52.7	10918	760	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	229	RECTANGLE	TRUE	1508896	TRUE	1505896	Fixations	2863	5	7	Trial: 1	1496703	2
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	1	IP1	Amy	2	1	Amy2.edf	77000	RIGHT	.	745	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	2	.	AOI_object_left	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	.	.	.	.	.	.	.	.	.	.	350	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	525	RECTANGLE	TRUE	1508896	TRUE	1505896	Fixations	2863	5	7	Trial: 1	1496703	2
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	1	IP1	Amy	2	1	Amy2.edf	77000	RIGHT	.	745	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	3	.	AOI_object_right	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	674	0	0	.	.	.	.	.	.	.	.	.	.	1024	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	525	RECTANGLE	TRUE	1508896	TRUE	1505896	Fixations	2863	5	7	Trial: 1	1496703	2
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	1	IP1	Amy	2	1	Amy2.edf	300000	RIGHT	3208.4	769	2863	1	FALSE	.	760	1	.	.	1	9193	0	408.4	288.1	1	2863	12193	1	5	402.4	.	9193	.	.	.	.	.	1	5	1	0	0	1	0	0	0	471	0	0	467	0	0	0	.	4	.	Left_half_display	467	1	11726	336.7	215.3	2863	12193	1	5	402.4	.	9193	1.56	13.53	11725	4	11704	6	0	0	3524	3107	.	0	0	1	1	1	1	2103	506	1	922	1	9971	353.3	244.5	.	.	.	.	.	.	.	1632	0	.	.	471	1	10918	449.1	291.8	.	.	.	.	.	.	.	169	RECTANGLE	TRUE	1508896	TRUE	1505896	Fixations	2863	5	7	Trial: 1	1496703	2
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	1	IP1	Amy	2	1	Amy2.edf	300000	RIGHT	.	769	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	5	.	Right_half_display	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	524	0	0	.	.	.	.	.	.	.	.	.	.	1024	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	169	RECTANGLE	TRUE	1508896	TRUE	1505896	Fixations	2863	5	7	Trial: 1	1496703	2
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	1	IP1	Amy	2	1	Amy2.edf	52200	RIGHT	.	725	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	6	.	AOI_agent_hands	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	366	0	0	.	.	.	.	.	.	.	.	.	.	656	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	545	RECTANGLE	TRUE	1508896	TRUE	1505896	Fixations	2863	5	7	Trial: 1	1496703	2
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	1	IP1	Amy	2	1	Amy2.edf	20106.19	RIGHT	.	464	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	20	.	FIXATION_TRIGGER	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	432	0	0	.	.	.	.	.	.	.	.	.	.	592	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	304	ELLIPSE	TRUE	1508896	TRUE	1505896	Fixations	2863	5	7	Trial: 1	1496703	2
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	2	IP2	Amy	2	1	Amy2.edf	46000	RIGHT	.	429	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	1	.	AOI_agent_head	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	406	0	0	.	.	.	.	.	.	.	.	.	.	636	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	229	RECTANGLE	TRUE	1519213	TRUE	1516212	Fixations	2926	4	7	Trial: 1	1496703	1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	2	IP2	Amy	2	1	Amy2.edf	77000	RIGHT	.	745	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	2	.	AOI_object_left	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	.	.	.	.	.	.	.	.	.	.	350	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	525	RECTANGLE	TRUE	1519213	TRUE	1516212	Fixations	2926	4	7	Trial: 1	1496703	1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	2	IP2	Amy	2	1	Amy2.edf	77000	RIGHT	.	745	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	3	.	AOI_object_right	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	674	0	0	.	.	.	.	.	.	.	.	.	.	1024	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	525	RECTANGLE	TRUE	1519213	TRUE	1516212	Fixations	2926	4	7	Trial: 1	1496703	1
